depcity,arrcity,fare,deplocation,arrlocation,deptime,arrtime,duration,depdate,scrapedate
"Baltimore, MD","Philadelphia, PA",$40.00 ,White Marsh Mall (Opp Red Lobster),30th St Station,9:25 PM,11:20 PM,1hrs 55mins,5/28/2014,5/14/2014
"Baltimore, MD","Philadelphia, PA",$7.00 ,White Marsh Mall (Opp Red Lobster),30th St Station,11:05 PM,1:15 AM,2hrs 10mins,5/28/2014,5/14/2014
"Baltimore, MD","Philadelphia, PA",$3.00 ,White Marsh Mall (Opp Red Lobster),30th St Station,11:20 PM,1:20 AM,2hrs 0mins,5/28/2014,5/14/2014
"Baltimore, MD","Richmond, VA",$15.00 ,White Marsh Mall (Opp Red Lobster),The Plaza at Main Street Station,9:30 AM,1:30 PM,4hrs 0mins,5/28/2014,5/14/2014
"Baltimore, MD","Richmond, VA",$11.00 ,White Marsh Mall (Opp Red Lobster),The Plaza at Main Street Station,1:45 PM,6:00 PM,4hrs 15mins,5/28/2014,5/14/2014
"Baltimore, MD","Richmond, VA",$13.00 ,White Marsh Mall (Opp Red Lobster),The Plaza at Main Street Station,5:50 PM,10:15 PM,4hrs 25mins,5/28/2014,5/14/2014
"Baltimore, MD","Secaucus, NJ",$37.00 ,White Marsh Mall (Opp Red Lobster),Frank. J Lautenberg Station at Secaucus Junction,10:10 AM,1:55 PM,3hrs 45mins,5/28/2014,5/14/2014
"Baltimore, MD","Secaucus, NJ",$37.00 ,White Marsh Mall (Opp Red Lobster),Frank. J Lautenberg Station at Secaucus Junction,8:10 PM,11:50 PM,3hrs 40mins,5/28/2014,5/14/2014
"Baltimore, MD","Toronto, ON",$50.00 ,White Marsh Mall (Opp Red Lobster),Toronto Coach Terminal - 610 Bay Street,9:25 PM,10:05 AM,12hrs 40mins,5/28/2014,5/14/2014
"Baltimore, MD","Washington, DC",$6.00 ,White Marsh Mall (Opp Red Lobster),Union Station.,1:35 AM,2:45 AM,1hrs 10mins,5/28/2014,5/14/2014
"Baltimore, MD","Washington, DC",$20.00 ,White Marsh Mall (Opp Red Lobster),Union Station.,6:45 AM,8:25 AM,1hrs 40mins,5/28/2014,5/14/2014
"Baltimore, MD","Washington, DC",$15.00 ,White Marsh Mall (Opp Red Lobster),Union Station.,9:30 AM,10:55 AM,1hrs 25mins,5/28/2014,5/14/2014
"Baltimore, MD","Washington, DC",$6.00 ,White Marsh Mall (Opp Red Lobster),Union Station.,1:45 PM,3:00 PM,1hrs 15mins,5/28/2014,5/14/2014
"Baltimore, MD","Washington, DC",$4.00 ,White Marsh Mall (Opp Red Lobster),Union Station.,4:45 PM,5:55 PM,1hrs 10mins,5/28/2014,5/14/2014
"Baltimore, MD","Washington, DC",$6.00 ,White Marsh Mall (Opp Red Lobster),Union Station.,5:50 PM,7:25 PM,1hrs 35mins,5/28/2014,5/14/2014
"Baltimore, MD","Washington, DC",$37.00 ,White Marsh Mall (Opp Red Lobster),Union Station.,6:25 PM,7:55 PM,1hrs 30mins,5/28/2014,5/14/2014
"Baltimore, MD","Washington, DC",$6.00 ,White Marsh Mall (Opp Red Lobster),Union Station.,8:45 PM,9:50 PM,1hrs 5mins,5/28/2014,5/14/2014
"Baltimore, MD","Washington, DC",$4.00 ,White Marsh Mall (Opp Red Lobster),Union Station.,11:00 PM,11:59 PM,0hrs 59mins,5/28/2014,5/14/2014
"Baton Rouge, LA","San Antonio, TX",$22.00 ,South side of Florida St between 3rd St and Lafayette St,South corner of 4th St and Broadway St,2:00 AM,10:15 AM,8hrs 15mins,5/28/2014,5/14/2014
"Baton Rouge, LA","San Antonio, TX",$25.00 ,South side of Florida St between 3rd St and Lafayette St,South corner of 4th St and Broadway St,9:45 AM,7:00 PM,9hrs 15mins,5/28/2014,5/14/2014
"Baton Rouge, LA","New Orleans, LA",$14.00 ,South side of Florida St between 3rd St and Lafayette St,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,4:00 AM,5:45 AM,1hrs 45mins,5/28/2014,5/14/2014
"Baton Rouge, LA","New Orleans, LA",$9.00 ,South side of Florida St between 3rd St and Lafayette St,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,12:45 PM,2:30 PM,1hrs 45mins,5/28/2014,5/14/2014
"Baton Rouge, LA","New Orleans, LA",$9.00 ,South side of Florida St between 3rd St and Lafayette St,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,8:15 PM,10:00 PM,1hrs 45mins,5/28/2014,5/14/2014
"Binghamton, NY","New York, NY",$13.00 ,Greater Binghamton Transportation Center,Port Authority Bus Terminal,3:05 AM,6:50 AM,3hrs 45mins,5/28/2014,5/14/2014
"Binghamton, NY","New York, NY",$17.00 ,Greater Binghamton Transportation Center,Port Authority Bus Terminal,6:10 AM,9:50 AM,3hrs 40mins,5/28/2014,5/14/2014
"Binghamton, NY","New York, NY",$19.00 ,Greater Binghamton Transportation Center,Port Authority Bus Terminal,8:40 AM,12:20 PM,3hrs 40mins,5/28/2014,5/14/2014
"Binghamton, NY","New York, NY",$15.00 ,Greater Binghamton Transportation Center,Port Authority Bus Terminal,11:10 AM,2:50 PM,3hrs 40mins,5/28/2014,5/14/2014
"Binghamton, NY","New York, NY",$11.00 ,Greater Binghamton Transportation Center,Port Authority Bus Terminal,2:10 PM,5:55 PM,3hrs 45mins,5/28/2014,5/14/2014
"Binghamton, NY","New York, NY",$11.00 ,Greater Binghamton Transportation Center,Port Authority Bus Terminal,4:10 PM,7:50 PM,3hrs 40mins,5/28/2014,5/14/2014
"Binghamton, NY","New York, NY",$9.00 ,Greater Binghamton Transportation Center,Port Authority Bus Terminal,6:10 PM,9:50 PM,3hrs 40mins,5/28/2014,5/14/2014
"Binghamton, NY","New York, NY",$9.00 ,Greater Binghamton Transportation Center,Port Authority Bus Terminal,8:05 PM,11:59 PM,3hrs 54mins,5/28/2014,5/14/2014
"Birmingham, AL","Atlanta, GA",$21.00 ,Parking lot on NE corner of Morris Ave and 17th St NE,MARTA Civic Center - 435 W Peachtree St NW,4:30 AM,8:25 AM,2hrs 55mins,5/28/2014,5/14/2014
"Birmingham, AL","Atlanta, GA",$7.00 ,Parking lot on NE corner of Morris Ave and 17th St NE,MARTA Civic Center - 435 W Peachtree St NW,11:45 AM,3:40 PM,2hrs 55mins,5/28/2014,5/14/2014
"Birmingham, AL","Atlanta, GA",$7.00 ,Parking lot on NE corner of Morris Ave and 17th St NE,MARTA Civic Center - 435 W Peachtree St NW,5:30 PM,9:25 PM,2hrs 55mins,5/28/2014,5/14/2014
"Birmingham, AL","Memphis, TN",$9.00 ,Parking lot on NE corner of Morris Ave and 17th St NE,MATA North End Terminal,12:40 AM,5:30 AM,4hrs 50mins,5/28/2014,5/14/2014
"Birmingham, AL","Memphis, TN",$9.00 ,Parking lot on NE corner of Morris Ave and 17th St NE,MATA North End Terminal,8:35 AM,1:25 PM,4hrs 50mins,5/28/2014,5/14/2014
"Birmingham, AL","Memphis, TN",$8.00 ,Parking lot on NE corner of Morris Ave and 17th St NE,MATA North End Terminal,3:35 PM,8:25 PM,4hrs 50mins,5/28/2014,5/14/2014
"Boston, MA","Baltimore, MD",$37.00 ,South Station - Gate 25,White Marsh Mall (Opp Red Lobster),9:25 AM,6:25 PM,9hrs 0mins,5/28/2014,5/14/2014
"Boston, MA","Baltimore, MD",$35.00 ,South Station - Gate 25,White Marsh Mall (Opp Red Lobster),10:20 PM,6:45 AM,8hrs 25mins,5/28/2014,5/14/2014
"Boston, MA","Burlington, VT",$5.00 ,South Station - Gate 25,Royal Tyler Theatre - University Place and Main St.,11:30 AM,3:30 PM,4hrs 0mins,5/28/2014,5/14/2014
"Boston, MA","Hartford, CT",$5.00 ,South Station - Gate 25,Columbus Blvd between Morgan & Talcott St.,2:15 PM,4:05 PM,1hrs 50mins,5/28/2014,5/14/2014
"Boston, MA","New Haven, CT",$5.00 ,South Station - Gate 25,Union Station,2:15 PM,5:00 PM,2hrs 45mins,5/28/2014,5/14/2014
"Boston, MA","Philadelphia, PA",$30.00 ,South Station - Gate 25,30th St Station,9:25 AM,4:30 PM,7hrs 5mins,5/28/2014,5/14/2014
"Boston, MA","Philadelphia, PA",$27.00 ,South Station - Gate 25,30th St Station,10:20 PM,5:00 AM,6hrs 40mins,5/28/2014,5/14/2014
"Boston, MA","Portland, ME",$7.00 ,South Station,Portland Transportation Center,5:45 AM,7:55 AM,2hrs 10mins,5/28/2014,5/14/2014
"Boston, MA","Portland, ME",$12.00 ,South Station,Portland Transportation Center,8:00 AM,9:55 AM,1hrs 55mins,5/28/2014,5/14/2014
"Boston, MA","Portland, ME",$23.00 ,South Station,Portland Transportation Center,12:01 PM,1:55 PM,1hrs 54mins,5/28/2014,5/14/2014
"Boston, MA","Portland, ME",$7.00 ,South Station,Portland Transportation Center,1:15 PM,3:10 PM,1hrs 55mins,5/28/2014,5/14/2014
"Boston, MA","Portland, ME",$23.00 ,South Station,Portland Transportation Center,2:15 PM,4:10 PM,1hrs 55mins,5/28/2014,5/14/2014
"Boston, MA","Portland, ME",$7.00 ,South Station,Portland Transportation Center,4:15 PM,6:10 PM,1hrs 55mins,5/28/2014,5/14/2014
"Boston, MA","Portland, ME",$12.00 ,South Station,Portland Transportation Center,6:15 PM,8:10 PM,1hrs 55mins,5/28/2014,5/14/2014
"Boston, MA","Portland, ME",$7.00 ,South Station,Portland Transportation Center,7:15 PM,9:10 PM,1hrs 55mins,5/28/2014,5/14/2014
"Boston, MA","Portland, ME",$23.00 ,South Station,Portland Transportation Center,8:15 PM,10:10 PM,1hrs 55mins,5/28/2014,5/14/2014
"Boston, MA","Portland, ME",$7.00 ,South Station,Portland Transportation Center,9:15 PM,11:10 PM,1hrs 55mins,5/28/2014,5/14/2014
"Boston, MA","Portland, ME",$7.00 ,South Station,Portland Transportation Center,11:15 PM,1:25 AM,2hrs 10mins,5/28/2014,5/14/2014
"Boston, MA","Secaucus, NJ",$22.00 ,South Station - Gate 25,Frank. J Lautenberg Station at Secaucus Junction,9:25 AM,2:10 PM,4hrs 45mins,5/28/2014,5/14/2014
"Boston, MA","Secaucus, NJ",$22.00 ,South Station - Gate 25,Frank. J Lautenberg Station at Secaucus Junction,10:20 PM,2:50 AM,4hrs 30mins,5/28/2014,5/14/2014
"Boston, MA","Washington, DC",$37.00 ,South Station - Gate 25,Union Station.,9:25 AM,7:55 PM,10hrs 30mins,5/28/2014,5/14/2014
"Boston, MA","Washington, DC",$35.00 ,South Station - Gate 25,Union Station.,10:20 PM,8:25 AM,10hrs 5mins,5/28/2014,5/14/2014
"Buffalo Airport, NY","New York, NY",$32.00 ,Buffalo Niagara International Airport,7th Ave & 28th St.,1:05 PM,9:05 PM,8hrs 0mins,5/28/2014,5/14/2014
"Buffalo Airport, NY","New York, NY",$24.00 ,Buffalo Niagara International Airport,7th Ave & 28th St.,6:05 PM,2:05 AM,8hrs 0mins,5/28/2014,5/14/2014
"Buffalo Airport, NY","New York, NY",$36.00 ,Buffalo Niagara International Airport,7th Ave & 28th St.,10:35 PM,6:35 AM,8hrs 0mins,5/28/2014,5/14/2014
"Buffalo Airport, NY","Rochester, NY",$22.00 ,Buffalo Niagara International Airport,Pitkin St b/t E Broad St and Savannah St,1:05 PM,2:20 PM,1hrs 15mins,5/28/2014,5/14/2014
"Buffalo Airport, NY","Rochester, NY",$22.00 ,Buffalo Niagara International Airport,Pitkin St b/t E Broad St and Savannah St,6:05 PM,7:20 PM,1hrs 15mins,5/28/2014,5/14/2014
"Buffalo Airport, NY","Rochester, NY",$22.00 ,Buffalo Niagara International Airport,Pitkin St b/t E Broad St and Savannah St,10:35 PM,11:50 PM,1hrs 15mins,5/28/2014,5/14/2014
"Buffalo Airport, NY","Syracuse, NY",$22.00 ,Buffalo Niagara International Airport,Syracuse Regional Transit Center,1:05 PM,3:50 PM,2hrs 45mins,5/28/2014,5/14/2014
"Buffalo Airport, NY","Syracuse, NY",$22.00 ,Buffalo Niagara International Airport,Syracuse Regional Transit Center,6:05 PM,8:50 PM,2hrs 45mins,5/28/2014,5/14/2014
"Buffalo Airport, NY","Syracuse, NY",$22.00 ,Buffalo Niagara International Airport,Syracuse Regional Transit Center,10:35 PM,1:20 AM,2hrs 45mins,5/28/2014,5/14/2014
"Buffalo Airport, NY","Toronto, ON",$19.00 ,Buffalo Niagara International Airport,Toronto Coach Terminal - 610 Bay Street,3:00 AM,6:00 AM,3hrs 0mins,5/28/2014,5/14/2014
"Buffalo Airport, NY","Toronto, ON",$23.00 ,Buffalo Niagara International Airport,Toronto Coach Terminal - 610 Bay Street,8:00 AM,11:20 AM,3hrs 20mins,5/28/2014,5/14/2014
"Buffalo Airport, NY","Toronto, ON",$23.00 ,Buffalo Niagara International Airport,Toronto Coach Terminal - 610 Bay Street,4:20 PM,7:20 PM,3hrs 0mins,5/28/2014,5/14/2014
"Buffalo Airport, NY","Toronto, ON",$15.00 ,Buffalo Niagara International Airport,Toronto Coach Terminal - 610 Bay Street,9:20 PM,12:20 AM,3hrs 0mins,5/28/2014,5/14/2014
"Buffalo, NY","Atlanta, GA",$72.00 ,Downtown Terminal,MARTA Civic Center - 435 W Peachtree St NW,10:30 AM,6:05 AM,19hrs 35mins,5/28/2014,5/14/2014
"Buffalo, NY","Atlanta, GA",$72.00 ,Downtown Terminal,MARTA Civic Center - 435 W Peachtree St NW,10:30 PM,6:05 PM,19hrs 35mins,5/28/2014,5/14/2014
"Buffalo, NY","Baltimore, MD",$54.00 ,Downtown Terminal,White Marsh Mall (Opp Red Lobster),10:35 PM,8:20 AM,9hrs 45mins,5/28/2014,5/14/2014
"Buffalo, NY","Chattanooga, TN",$59.00 ,Downtown Terminal,Eastgate Complex - 5600 Brainerd Rd.,10:30 AM,3:45 AM,17hrs 15mins,5/28/2014,5/14/2014
"Buffalo, NY","Chattanooga, TN",$59.00 ,Downtown Terminal,Eastgate Complex - 5600 Brainerd Rd.,10:30 PM,3:45 PM,17hrs 15mins,5/28/2014,5/14/2014
"Buffalo, NY","Cincinnati, OH",$22.00 ,Downtown Terminal,1213 W Central Parkway,10:30 AM,7:45 PM,9hrs 15mins,5/28/2014,5/14/2014
"Buffalo, NY","Cincinnati, OH",$10.00 ,Downtown Terminal,1213 W Central Parkway,10:30 PM,7:45 AM,9hrs 15mins,5/28/2014,5/14/2014
"Buffalo, NY","Cleveland, OH",$10.00 ,Downtown Terminal,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",10:30 AM,2:30 PM,4hrs 0mins,5/28/2014,5/14/2014
"Buffalo, NY","Cleveland, OH",$5.00 ,Downtown Terminal,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",10:30 PM,2:30 AM,4hrs 0mins,5/28/2014,5/14/2014
"Buffalo, NY","Columbus, OH",$10.00 ,Downtown Terminal,SE corner of Spring St and 4th St,10:30 AM,5:30 PM,7hrs 0mins,5/28/2014,5/14/2014
"Buffalo, NY","Columbus, OH",$10.00 ,Downtown Terminal,SE corner of Spring St and 4th St,10:30 PM,5:30 AM,7hrs 0mins,5/28/2014,5/14/2014
"Buffalo, NY","Erie, PA",$10.00 ,Downtown Terminal,PSU Erie - Erie Lot (on College Dr next to tennis courts),10:30 AM,12:30 PM,2hrs 0mins,5/28/2014,5/14/2014
"Buffalo, NY","Erie, PA",$5.00 ,Downtown Terminal,PSU Erie - Erie Lot (on College Dr next to tennis courts),10:30 PM,12:30 AM,2hrs 0mins,5/28/2014,5/14/2014
"Buffalo, NY","Knoxville, TN",$51.00 ,Downtown Terminal,Knoxville Transit Center,10:30 AM,1:55 AM,15hrs 25mins,5/28/2014,5/14/2014
"Buffalo, NY","Knoxville, TN",$51.00 ,Downtown Terminal,Knoxville Transit Center,10:30 PM,1:55 PM,15hrs 25mins,5/28/2014,5/14/2014
"Buffalo, NY","Lexington, KY",$51.00 ,Downtown Terminal,Lextran Transit Ctr - High Street side  185 East High Street,10:30 AM,10:25 PM,11hrs 55mins,5/28/2014,5/14/2014
"Buffalo, NY","Lexington, KY",$51.00 ,Downtown Terminal,Lextran Transit Ctr - High Street side  185 East High Street,10:30 PM,10:25 AM,11hrs 55mins,5/28/2014,5/14/2014
"Buffalo, NY","New York, NY",$38.00 ,Downtown Terminal,7th Ave & 28th St.,3:15 AM,11:40 AM,8hrs 25mins,5/28/2014,5/14/2014
"Buffalo, NY","New York, NY",$32.00 ,Downtown Terminal,7th Ave & 28th St.,12:45 PM,9:05 PM,8hrs 20mins,5/28/2014,5/14/2014
"Buffalo, NY","New York, NY",$24.00 ,Downtown Terminal,7th Ave & 28th St.,5:45 PM,2:05 AM,8hrs 20mins,5/28/2014,5/14/2014
"Buffalo, NY","New York, NY",$36.00 ,Downtown Terminal,7th Ave & 28th St.,10:15 PM,6:35 AM,8hrs 20mins,5/28/2014,5/14/2014
"Buffalo, NY","Philadelphia, PA",$54.00 ,Downtown Terminal,30th St Station,10:35 PM,6:25 AM,7hrs 50mins,5/28/2014,5/14/2014
"Buffalo, NY","Rochester, NY",$22.00 ,Downtown Terminal,Pitkin St b/t E Broad St and Savannah St,12:45 PM,2:20 PM,1hrs 35mins,5/28/2014,5/14/2014
"Buffalo, NY","Rochester, NY",$22.00 ,Downtown Terminal,Pitkin St b/t E Broad St and Savannah St,5:45 PM,7:20 PM,1hrs 35mins,5/28/2014,5/14/2014
"Buffalo, NY","Rochester, NY",$22.00 ,Downtown Terminal,Pitkin St b/t E Broad St and Savannah St,10:15 PM,11:50 PM,1hrs 35mins,5/28/2014,5/14/2014
"Buffalo, NY","Syracuse, NY",$22.00 ,Downtown Terminal,Syracuse Regional Transit Center,12:45 PM,3:50 PM,3hrs 5mins,5/28/2014,5/14/2014
"Buffalo, NY","Syracuse, NY",$22.00 ,Downtown Terminal,Syracuse Regional Transit Center,5:45 PM,8:50 PM,3hrs 5mins,5/28/2014,5/14/2014
"Buffalo, NY","Syracuse, NY",$22.00 ,Downtown Terminal,Syracuse Regional Transit Center,10:15 PM,1:20 AM,3hrs 5mins,5/28/2014,5/14/2014
"Buffalo, NY","Toronto, ON",$19.00 ,Downtown Terminal,Toronto Coach Terminal - 610 Bay Street,3:15 AM,6:00 AM,2hrs 45mins,5/28/2014,5/14/2014
"Buffalo, NY","Toronto, ON",$23.00 ,Downtown Terminal,Toronto Coach Terminal - 610 Bay Street,7:20 AM,10:05 AM,2hrs 45mins,5/28/2014,5/14/2014
"Buffalo, NY","Toronto, ON",$23.00 ,Downtown Terminal,Toronto Coach Terminal - 610 Bay Street,8:30 AM,11:20 AM,2hrs 50mins,5/28/2014,5/14/2014
"Buffalo, NY","Toronto, ON",$15.00 ,Downtown Terminal,Toronto Coach Terminal - 610 Bay Street,4:35 PM,7:20 PM,2hrs 45mins,5/28/2014,5/14/2014
"Buffalo, NY","Toronto, ON",$15.00 ,Downtown Terminal,Toronto Coach Terminal - 610 Bay Street,9:35 PM,12:20 AM,2hrs 45mins,5/28/2014,5/14/2014
"Buffalo, NY","Washington, DC",$54.00 ,Downtown Terminal,Union Station.,10:35 PM,9:40 AM,11hrs 5mins,5/28/2014,5/14/2014
"Burbank, CA","Oakland, CA",$23.00 ,Downtown Burbank Metrolink Stn - 201 N Front St,W. Oakland BART Station,9:50 AM,4:30 PM,6hrs 40mins,5/28/2014,5/14/2014
"Burbank, CA","Oakland, CA",$34.00 ,Downtown Burbank Metrolink Stn - 201 N Front St,W. Oakland BART Station,5:20 PM,11:20 PM,6hrs 0mins,5/28/2014,5/14/2014
"Burbank, CA","Oakland, CA",$37.00 ,Downtown Burbank Metrolink Stn - 201 N Front St,W. Oakland BART Station,11:50 PM,6:30 AM,6hrs 40mins,5/28/2014,5/14/2014
"Burbank, CA","San Francisco, CA",$15.00 ,Downtown Burbank Metrolink Stn - 201 N Front St,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,7:00 AM,2:10 PM,7hrs 10mins,5/28/2014,5/14/2014
"Burbank, CA","San Francisco, CA",$23.00 ,Downtown Burbank Metrolink Stn - 201 N Front St,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,9:50 AM,5:00 PM,7hrs 10mins,5/28/2014,5/14/2014
"Burbank, CA","San Francisco, CA",$15.00 ,Downtown Burbank Metrolink Stn - 201 N Front St,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,12:50 PM,8:10 PM,7hrs 20mins,5/28/2014,5/14/2014
"Burbank, CA","San Francisco, CA",$34.00 ,Downtown Burbank Metrolink Stn - 201 N Front St,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,5:20 PM,11:50 PM,6hrs 30mins,5/28/2014,5/14/2014
"Burbank, CA","San Francisco, CA",$37.00 ,Downtown Burbank Metrolink Stn - 201 N Front St,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,11:50 PM,7:00 AM,7hrs 10mins,5/28/2014,5/14/2014
"Burbank, CA","San Jose, CA",$15.00 ,Downtown Burbank Metrolink Stn - 201 N Front St,Diridon Caltrain Station,7:00 AM,1:05 PM,6hrs 5mins,5/28/2014,5/14/2014
"Burbank, CA","San Jose, CA",$15.00 ,Downtown Burbank Metrolink Stn - 201 N Front St,Diridon Caltrain Station,12:50 PM,7:05 PM,6hrs 15mins,5/28/2014,5/14/2014
"San Jose, CA","Burbank, CA",$15.00 ,Diridon Caltrain Station,Downtown Burbank Metrolink Stn - 201 N Front St,7:05 AM,1:20 PM,6hrs 15mins,5/28/2014,5/14/2014
"San Jose, CA","Burbank, CA",$23.00 ,Diridon Caltrain Station,Downtown Burbank Metrolink Stn - 201 N Front St,12:35 PM,6:50 PM,6hrs 15mins,5/28/2014,5/14/2014
"San Jose, CA","Los Angeles, CA",$15.00 ,Diridon Caltrain Station,Union Station's Patsaouras Transit Plaza Bay 8,7:05 AM,1:40 PM,6hrs 35mins,5/28/2014,5/14/2014
"San Jose, CA","Los Angeles, CA",$23.00 ,Diridon Caltrain Station,Union Station's Patsaouras Transit Plaza Bay 8,12:35 PM,7:10 PM,6hrs 35mins,5/28/2014,5/14/2014
"Burlington, VT","Amherst, MA",$10.00 ,Royal Tyler Theatre - University Place and Main St.,Hampshire Mall b/t Cinemark and the Arizona Pizza Company,12:15 PM,3:45 PM,3hrs 30mins,5/28/2014,5/14/2014
"Burlington, VT","Boston, MA",$13.00 ,Royal Tyler Theatre - University Place and Main St.,South Station - Gate 13,4:15 PM,8:15 PM,4hrs 0mins,5/28/2014,5/14/2014
"Burlington, VT","Hartford, CT",$15.00 ,Royal Tyler Theatre - University Place and Main St.,Columbus Blvd between Morgan & Talcott St.,12:15 PM,4:50 PM,4hrs 35mins,5/28/2014,5/14/2014
"Burlington, VT","New York, NY",$15.00 ,Royal Tyler Theatre - University Place and Main St.,7th Ave & 28th St.,12:15 PM,7:30 PM,7hrs 15mins,5/28/2014,5/14/2014
"Charlotte, NC","Atlanta, GA",$9.00 ,S Brevard St outside of Charlotte Trans Ctr,MARTA Civic Center - 435 W Peachtree St NW,9:15 AM,1:30 PM,4hrs 15mins,5/28/2014,5/14/2014
"Charlotte, NC","Atlanta, GA",$3.00 ,S Brevard St outside of Charlotte Trans Ctr,MARTA Civic Center - 435 W Peachtree St NW,7:45 PM,11:59 PM,4hrs 14mins,5/28/2014,5/14/2014
"Charlotte, NC","Durham, NC",$22.00 ,S Brevard St outside of Charlotte Trans Ctr,Willard St. outside of Durham Station Transportation Center,10:00 AM,1:00 PM,3hrs 0mins,5/28/2014,5/14/2014
"Charlotte, NC","Durham, NC",$22.00 ,S Brevard St outside of Charlotte Trans Ctr,Willard St. outside of Durham Station Transportation Center,10:00 PM,1:00 AM,3hrs 0mins,5/28/2014,5/14/2014
"Charlotte, NC","New York, NY",$80.00 ,S Brevard St outside of Charlotte Trans Ctr,7th Ave & 28th St.,10:00 AM,12:40 AM,14hrs 40mins,5/28/2014,5/14/2014
"Charlotte, NC","New York, NY",$89.00 ,S Brevard St outside of Charlotte Trans Ctr,7th Ave & 28th St.,10:00 PM,12:40 PM,14hrs 40mins,5/28/2014,5/14/2014
"Charlotte, NC","Richmond, VA",$24.00 ,S Brevard St outside of Charlotte Trans Ctr,The Plaza at Main Street Station,10:00 AM,3:35 PM,5hrs 35mins,5/28/2014,5/14/2014
"Charlotte, NC","Richmond, VA",$22.00 ,S Brevard St outside of Charlotte Trans Ctr,The Plaza at Main Street Station,10:00 PM,3:35 AM,5hrs 35mins,5/28/2014,5/14/2014
"Charlotte, NC","Washington, DC",$36.00 ,S Brevard St outside of Charlotte Trans Ctr,Union Station.,10:00 AM,5:40 PM,7hrs 40mins,5/28/2014,5/14/2014
"Charlotte, NC","Washington, DC",$34.00 ,S Brevard St outside of Charlotte Trans Ctr,Union Station.,10:00 PM,5:50 AM,7hrs 50mins,5/28/2014,5/14/2014
"Chattanooga, TN","Buffalo, NY",$59.00 ,Eastgate Complex - 5600 Brainerd Rd.,Downtown Terminal,2:20 AM,8:45 PM,18hrs 25mins,5/28/2014,5/14/2014
"Chattanooga, TN","Buffalo, NY",$59.00 ,Eastgate Complex - 5600 Brainerd Rd.,Downtown Terminal,3:20 PM,8:45 AM,17hrs 25mins,5/28/2014,5/14/2014
"Chattanooga, TN","Chicago, IL",$50.00 ,Eastgate Complex - 5600 Brainerd Rd.,Union Station S Canal St south of Jackson Blvd.,8:20 AM,7:35 PM,12hrs 15mins,5/28/2014,5/14/2014
"Chattanooga, TN","Chicago, IL",$41.00 ,Eastgate Complex - 5600 Brainerd Rd.,Union Station S Canal St south of Jackson Blvd.,6:30 PM,5:30 AM,12hrs 0mins,5/28/2014,5/14/2014
"Chattanooga, TN","Cincinnati, OH",$57.00 ,Eastgate Complex - 5600 Brainerd Rd.,1213 W Central Parkway,2:20 AM,9:05 AM,6hrs 45mins,5/28/2014,5/14/2014
"Chattanooga, TN","Cincinnati, OH",$36.00 ,Eastgate Complex - 5600 Brainerd Rd.,1213 W Central Parkway,3:20 PM,10:05 PM,6hrs 45mins,5/28/2014,5/14/2014
"Chattanooga, TN","Cleveland, OH",$141.60 ,Eastgate Complex - 5600 Brainerd Rd.,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",2:20 AM,4:45 PM,14hrs 25mins,5/28/2014,5/14/2014
