depcity,arrcity,fare,deplocation,arrlocation,deptime,arrtime,duration,depdate,scrapedate
"New York, NY","State College, PA",$29.00 ,34th St b/t 11th Ave and 12th Ave,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,6:00 AM,10:40 AM,4hrs 40mins,5/28/2014,5/14/2014
"New York, NY","State College, PA",$29.00 ,34th St b/t 11th Ave and 12th Ave,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,9:50 AM,2:30 PM,4hrs 40mins,5/28/2014,5/14/2014
"New York, NY","State College, PA",$23.00 ,34th St b/t 11th Ave and 12th Ave,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,3:10 PM,7:50 PM,4hrs 40mins,5/28/2014,5/14/2014
"New York, NY","State College, PA",$27.00 ,34th St b/t 11th Ave and 12th Ave,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,4:10 PM,9:20 PM,5hrs 10mins,5/28/2014,5/14/2014
"New York, NY","State College, PA",$31.00 ,34th St b/t 11th Ave and 12th Ave,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,11:05 PM,3:45 AM,4hrs 40mins,5/28/2014,5/14/2014
"New York, NY","Syracuse, NY",$29.00 ,34th St b/t 11th Ave and 12th Ave,Syracuse Regional Transit Center,8:00 AM,1:30 PM,5hrs 30mins,5/28/2014,5/14/2014
"New York, NY","Syracuse, NY",$29.00 ,34th St b/t 11th Ave and 12th Ave,Syracuse Regional Transit Center,1:00 PM,6:30 PM,5hrs 30mins,5/28/2014,5/14/2014
"New York, NY","Syracuse, NY",$29.00 ,34th St b/t 11th Ave and 12th Ave,Syracuse Regional Transit Center,6:40 PM,12:10 AM,5hrs 30mins,5/28/2014,5/14/2014
"New York, NY","Toledo, OH",$59.00 ,34th St b/t 11th Ave and 12th Ave,University of Toledo - Parking Lot 23 W Scott Park Drive,3:10 PM,3:00 AM,11hrs 50mins,5/28/2014,5/14/2014
"New York, NY","Toronto, ON",$48.00 ,34th St b/t 11th Ave and 12th Ave,Toronto Coach Terminal - 610 Bay Street,8:00 AM,7:20 PM,11hrs 20mins,5/28/2014,5/14/2014
"New York, NY","Toronto, ON",$48.00 ,34th St b/t 11th Ave and 12th Ave,Toronto Coach Terminal - 610 Bay Street,1:00 PM,12:20 AM,11hrs 20mins,5/28/2014,5/14/2014
"New York, NY","Toronto, ON",$49.00 ,34th St b/t 11th Ave and 12th Ave,Toronto Coach Terminal - 610 Bay Street,6:40 PM,6:00 AM,11hrs 20mins,5/28/2014,5/14/2014
"New York, NY","Toronto, ON",$52.00 ,34th St b/t 11th Ave and 12th Ave,Toronto Coach Terminal - 610 Bay Street,11:59 PM,11:20 AM,11hrs 21mins,5/28/2014,5/14/2014
"New York, NY","Washington, DC",$16.00 ,34th St b/t 11th Ave and 12th Ave,Union Station.,12:30 AM,4:50 AM,4hrs 20mins,5/28/2014,5/14/2014
"New York, NY","Washington, DC",$16.00 ,34th St b/t 11th Ave and 12th Ave,Union Station.,1:30 AM,6:35 AM,5hrs 5mins,5/28/2014,5/14/2014
"New York, NY","Washington, DC",$11.00 ,34th St b/t 11th Ave and 12th Ave,Union Station.,1:30 PM,5:50 PM,4hrs 20mins,5/28/2014,5/14/2014
"New York, NY","Washington, DC",$11.00 ,34th St b/t 11th Ave and 12th Ave,Union Station.,3:00 PM,7:20 PM,4hrs 20mins,5/28/2014,5/14/2014
"New York, NY","Washington, DC",$11.00 ,34th St b/t 11th Ave and 12th Ave,Union Station.,4:30 PM,8:50 PM,4hrs 20mins,5/28/2014,5/14/2014
"Newark, DE","Baltimore, MD",$15.00 ,U of Delaware - Parking Lot #6 on Christiana Dr,White Marsh Mall (Opp Red Lobster),8:05 AM,9:30 AM,1hrs 25mins,5/28/2014,5/14/2014
"Newark, DE","Baltimore, MD",$10.00 ,U of Delaware - Parking Lot #6 on Christiana Dr,White Marsh Mall (Opp Red Lobster),3:35 PM,4:45 PM,1hrs 10mins,5/28/2014,5/14/2014
"Newark, DE","Baltimore, MD",$14.00 ,U of Delaware - Parking Lot #6 on Christiana Dr,White Marsh Mall (Opp Red Lobster),7:30 PM,8:45 PM,1hrs 15mins,5/28/2014,5/14/2014
"Newark, DE","Hampton, VA",$15.00 ,U of Delaware - Parking Lot #6 on Christiana Dr,Hampton Transit Center - 2 W Pembroke Ave,8:05 AM,3:00 PM,6hrs 55mins,5/28/2014,5/14/2014
"Newark, DE","Philadelphia, PA",$15.00 ,U of Delaware - Parking Lot #6 on Christiana Dr,30th St Station,12:05 AM,1:15 AM,1hrs 10mins,5/28/2014,5/14/2014
"Newark, DE","Philadelphia, PA",$15.00 ,U of Delaware - Parking Lot #6 on Christiana Dr,30th St Station,8:15 AM,9:30 AM,1hrs 15mins,5/28/2014,5/14/2014
"Newark, DE","Philadelphia, PA",$10.00 ,U of Delaware - Parking Lot #6 on Christiana Dr,30th St Station,1:45 PM,3:05 PM,1hrs 20mins,5/28/2014,5/14/2014
"Newark, DE","Philadelphia, PA",$10.00 ,U of Delaware - Parking Lot #6 on Christiana Dr,30th St Station,9:45 PM,10:55 PM,1hrs 10mins,5/28/2014,5/14/2014
"Newark, DE","Richmond, VA",$15.00 ,U of Delaware - Parking Lot #6 on Christiana Dr,The Plaza at Main Street Station,8:05 AM,1:30 PM,5hrs 25mins,5/28/2014,5/14/2014
"Newark, DE","Washington, DC",$15.00 ,U of Delaware - Parking Lot #6 on Christiana Dr,Union Station.,8:05 AM,10:55 AM,2hrs 50mins,5/28/2014,5/14/2014
"Newark, DE","Washington, DC",$10.00 ,U of Delaware - Parking Lot #6 on Christiana Dr,Union Station.,3:35 PM,5:55 PM,2hrs 20mins,5/28/2014,5/14/2014
"Newark, DE","Washington, DC",$14.00 ,U of Delaware - Parking Lot #6 on Christiana Dr,Union Station.,7:30 PM,9:50 PM,2hrs 20mins,5/28/2014,5/14/2014
"Oakland, CA","Burbank, CA",$23.00 ,W. Oakland BART Station,Downtown Burbank Metrolink Stn - 201 N Front St,8:45 AM,3:15 PM,6hrs 30mins,5/28/2014,5/14/2014
"Oakland, CA","Burbank, CA",$15.00 ,W. Oakland BART Station,Downtown Burbank Metrolink Stn - 201 N Front St,5:00 PM,11:25 PM,6hrs 25mins,5/28/2014,5/14/2014
"Oakland, CA","Burbank, CA",$34.00 ,W. Oakland BART Station,Downtown Burbank Metrolink Stn - 201 N Front St,11:59 PM,6:30 AM,6hrs 31mins,5/28/2014,5/14/2014
"Oakland, CA","Los Angeles, CA",$23.00 ,W. Oakland BART Station,Union Station's Patsaouras Transit Plaza Bay 8,8:45 AM,3:45 PM,7hrs 0mins,5/28/2014,5/14/2014
"Oakland, CA","Los Angeles, CA",$15.00 ,W. Oakland BART Station,Union Station's Patsaouras Transit Plaza Bay 8,5:00 PM,11:59 PM,6hrs 59mins,5/28/2014,5/14/2014
"Oakland, CA","Los Angeles, CA",$34.00 ,W. Oakland BART Station,Union Station's Patsaouras Transit Plaza Bay 8,11:59 PM,7:00 AM,7hrs 1mins,5/28/2014,5/14/2014
"Omaha, NE","Chicago, IL",$35.00 ,Crossroads Mall - N 72nd St between Dodge St and Cass St,Union Station S Canal St south of Jackson Blvd.,9:00 AM,6:00 PM,9hrs 0mins,5/28/2014,5/14/2014
"Omaha, NE","Chicago, IL",$35.00 ,Crossroads Mall - N 72nd St between Dodge St and Cass St,Union Station S Canal St south of Jackson Blvd.,10:00 PM,7:10 AM,9hrs 10mins,5/28/2014,5/14/2014
"Omaha, NE","Des Moines, IA",$5.00 ,Crossroads Mall - N 72nd St between Dodge St and Cass St,Center St Park and Ride Bus Ramp,9:00 AM,11:30 AM,2hrs 30mins,5/28/2014,5/14/2014
"Omaha, NE","Des Moines, IA",$5.00 ,Crossroads Mall - N 72nd St between Dodge St and Cass St,Center St Park and Ride Bus Ramp,10:00 PM,12:40 AM,2hrs 40mins,5/28/2014,5/14/2014
"Omaha, NE","Iowa City, IA",$15.00 ,Crossroads Mall - N 72nd St between Dodge St and Cass St,S Dubuque St. & East Court St.,9:00 AM,2:00 PM,5hrs 0mins,5/28/2014,5/14/2014
"Omaha, NE","Iowa City, IA",$15.00 ,Crossroads Mall - N 72nd St between Dodge St and Cass St,S Dubuque St. & East Court St.,10:00 PM,3:00 AM,5hrs 0mins,5/28/2014,5/14/2014
"Orlando, FL","Atlanta, GA",$18.00 ,101-199 N Gertrude Ave,MARTA Civic Center - 435 W Peachtree St NW,6:00 AM,2:45 PM,8hrs 45mins,5/28/2014,5/14/2014
"Orlando, FL","Atlanta, GA",$34.00 ,101-199 N Gertrude Ave,MARTA Civic Center - 435 W Peachtree St NW,9:30 AM,5:45 PM,8hrs 15mins,5/28/2014,5/14/2014
"Orlando, FL","Atlanta, GA",$21.00 ,101-199 N Gertrude Ave,MARTA Civic Center - 435 W Peachtree St NW,1:00 PM,9:45 PM,8hrs 45mins,5/28/2014,5/14/2014
"Orlando, FL","Atlanta, GA",$18.00 ,101-199 N Gertrude Ave,MARTA Civic Center - 435 W Peachtree St NW,11:30 PM,7:30 AM,8hrs 0mins,5/28/2014,5/14/2014
"Orlando, FL","Gainesville, FL",$13.00 ,101-199 N Gertrude Ave,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,8:15 AM,10:30 AM,2hrs 15mins,5/28/2014,5/14/2014
"Orlando, FL","Gainesville, FL",$13.00 ,101-199 N Gertrude Ave,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,9:30 AM,11:15 AM,1hrs 45mins,5/28/2014,5/14/2014
"Orlando, FL","Gainesville, FL",$13.00 ,101-199 N Gertrude Ave,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,7:15 PM,9:30 PM,2hrs 15mins,5/28/2014,5/14/2014
"Orlando, FL","Gainesville, FL",$17.00 ,101-199 N Gertrude Ave,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,11:30 PM,1:20 AM,1hrs 50mins,5/28/2014,5/14/2014
"Orlando, FL","Jacksonville, FL",$13.00 ,101-199 N Gertrude Ave,Jacksoville Skyway - Convention Center Stop,6:00 AM,8:45 AM,2hrs 45mins,5/28/2014,5/14/2014
"Orlando, FL","Jacksonville, FL",$13.00 ,101-199 N Gertrude Ave,Jacksoville Skyway - Convention Center Stop,1:00 PM,3:45 PM,2hrs 45mins,5/28/2014,5/14/2014
"Orlando, FL","Miami, FL",$1.00 ,101-199 N Gertrude Ave,Parking lot at 600-642 NE 1st Ave,6:30 AM,11:00 AM,4hrs 30mins,5/28/2014,5/14/2014
"Orlando, FL","Miami, FL",$1.00 ,101-199 N Gertrude Ave,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,6:30 AM,10:40 AM,4hrs 10mins,5/28/2014,5/14/2014
"Orlando, FL","Miami, FL",$1.00 ,101-199 N Gertrude Ave,Parking lot at 600-642 NE 1st Ave,7:45 AM,2:05 PM,6hrs 20mins,5/28/2014,5/14/2014
"Orlando, FL","Miami, FL",$1.00 ,101-199 N Gertrude Ave,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,7:45 AM,1:45 PM,6hrs 0mins,5/28/2014,5/14/2014
"Orlando, FL","Miami, FL",$1.00 ,101-199 N Gertrude Ave,Parking lot at 600-642 NE 1st Ave,10:45 AM,3:15 PM,4hrs 30mins,5/28/2014,5/14/2014
"Orlando, FL","Miami, FL",$1.00 ,101-199 N Gertrude Ave,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,10:45 AM,2:55 PM,4hrs 10mins,5/28/2014,5/14/2014
"Orlando, FL","Miami, FL",$1.00 ,101-199 N Gertrude Ave,Parking lot at 600-642 NE 1st Ave,12:00 PM,6:20 PM,6hrs 20mins,5/28/2014,5/14/2014
"Orlando, FL","Miami, FL",$1.00 ,101-199 N Gertrude Ave,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,12:00 PM,6:00 PM,6hrs 0mins,5/28/2014,5/14/2014
"Orlando, FL","Miami, FL",$1.00 ,101-199 N Gertrude Ave,Parking lot at 600-642 NE 1st Ave,2:30 PM,7:00 PM,4hrs 30mins,5/28/2014,5/14/2014
"Orlando, FL","Miami, FL",$1.00 ,101-199 N Gertrude Ave,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,2:30 PM,6:40 PM,4hrs 10mins,5/28/2014,5/14/2014
"Orlando, FL","Miami, FL",$1.00 ,101-199 N Gertrude Ave,Parking lot at 600-642 NE 1st Ave,4:30 PM,10:50 PM,6hrs 20mins,5/28/2014,5/14/2014
"Orlando, FL","Miami, FL",$1.00 ,101-199 N Gertrude Ave,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,4:30 PM,10:30 PM,6hrs 0mins,5/28/2014,5/14/2014
"Orlando, FL","Miami, FL",$1.00 ,101-199 N Gertrude Ave,Parking lot at 600-642 NE 1st Ave,7:00 PM,11:30 PM,4hrs 30mins,5/28/2014,5/14/2014
"Orlando, FL","Miami, FL",$1.00 ,101-199 N Gertrude Ave,Miami Intl Airport - Bus Stop 5 and 6 near Concourse H,7:00 PM,11:10 PM,4hrs 10mins,5/28/2014,5/14/2014
"Orlando, FL","Mobile, AL",$1.00 ,101-199 N Gertrude Ave,GM&O Transit Center - 110 Beauregard St,8:15 AM,4:15 PM,9hrs 0mins,5/28/2014,5/14/2014
"Orlando, FL","Mobile, AL",$1.00 ,101-199 N Gertrude Ave,GM&O Transit Center - 110 Beauregard St,7:15 PM,3:15 AM,9hrs 0mins,5/28/2014,5/14/2014
"Orlando, FL","New Orleans, LA",$1.00 ,101-199 N Gertrude Ave,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,8:15 AM,6:45 PM,11hrs 30mins,5/28/2014,5/14/2014
"Orlando, FL","New Orleans, LA",$1.00 ,101-199 N Gertrude Ave,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,7:15 PM,5:45 AM,11hrs 30mins,5/28/2014,5/14/2014
"Orlando, FL","Tallahassee, FL",$1.00 ,101-199 N Gertrude Ave,CK Steele Plaza Gate 24,8:15 AM,1:15 PM,5hrs 0mins,5/28/2014,5/14/2014
"Orlando, FL","Tallahassee, FL",$1.00 ,101-199 N Gertrude Ave,CK Steele Plaza Gate 24,7:15 PM,12:15 AM,5hrs 0mins,5/28/2014,5/14/2014
"Orlando, FL","Tampa, FL",$1.00 ,101-199 N Gertrude Ave,Marion Transit Center,7:45 AM,9:15 AM,1hrs 30mins,5/28/2014,5/14/2014
"Orlando, FL","Tampa, FL",$1.00 ,101-199 N Gertrude Ave,Marion Transit Center,12:00 PM,1:30 PM,1hrs 30mins,5/28/2014,5/14/2014
"Orlando, FL","Tampa, FL",$1.00 ,101-199 N Gertrude Ave,Marion Transit Center,4:30 PM,6:00 PM,1hrs 30mins,5/28/2014,5/14/2014
"Oxford, MS","Jackson, MS",$1.00 ,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",213 N. Lamar Street b/t E Griffith St and E Amite St,1:00 PM,4:20 PM,3hrs 20mins,5/28/2014,5/14/2014
"Oxford, MS","Jackson, MS",$1.00 ,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",213 N. Lamar Street b/t E Griffith St and E Amite St,5:30 PM,8:50 PM,3hrs 20mins,5/28/2014,5/14/2014
"Oxford, MS","Jackson, MS",$1.00 ,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",213 N. Lamar Street b/t E Griffith St and E Amite St,11:30 PM,2:50 AM,3hrs 20mins,5/28/2014,5/14/2014
"Oxford, MS","Memphis, TN",$1.00 ,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",MATA North End Terminal,6:10 AM,7:40 AM,1hrs 30mins,5/28/2014,5/14/2014
"Oxford, MS","Memphis, TN",$1.00 ,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",MATA North End Terminal,3:40 PM,5:10 PM,1hrs 30mins,5/28/2014,5/14/2014
"Oxford, MS","Memphis, TN",$1.00 ,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",MATA North End Terminal,11:10 PM,12:40 AM,1hrs 30mins,5/28/2014,5/14/2014
"Oxford, MS","New Orleans, LA",$3.00 ,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,1:00 PM,7:40 PM,6hrs 40mins,5/28/2014,5/14/2014
"Oxford, MS","New Orleans, LA",$1.00 ,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,5:30 PM,12:10 AM,6hrs 40mins,5/28/2014,5/14/2014
"Oxford, MS","New Orleans, LA",$1.00 ,"(Temporary Location) Parking lot, west of Ole Miss Soccer Stadium",(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,11:30 PM,6:10 AM,6hrs 40mins,5/28/2014,5/14/2014
"Philadelphia, PA","Baltimore, MD",$12.00 ,30th St Station,White Marsh MTA Park & Ride,3:40 AM,5:30 AM,1hrs 50mins,5/28/2014,5/14/2014
"Philadelphia, PA","Baltimore, MD",$37.00 ,30th St Station,White Marsh Mall (Opp Red Lobster),5:00 AM,6:45 AM,1hrs 45mins,5/28/2014,5/14/2014
"Philadelphia, PA","Baltimore, MD",$15.00 ,30th St Station,White Marsh Mall (Opp Red Lobster),6:45 AM,9:30 AM,2hrs 45mins,5/28/2014,5/14/2014
"Philadelphia, PA","Baltimore, MD",$11.00 ,30th St Station,White Marsh Mall (Opp Red Lobster),11:50 AM,1:45 PM,1hrs 55mins,5/28/2014,5/14/2014
"Philadelphia, PA","Baltimore, MD",$11.00 ,30th St Station,White Marsh Mall (Opp Red Lobster),2:15 PM,4:45 PM,2hrs 30mins,5/28/2014,5/14/2014
"Philadelphia, PA","Baltimore, MD",$13.00 ,30th St Station,White Marsh Mall (Opp Red Lobster),3:30 PM,5:50 PM,2hrs 20mins,5/28/2014,5/14/2014
"Philadelphia, PA","Baltimore, MD",$37.00 ,30th St Station,White Marsh Mall (Opp Red Lobster),4:30 PM,6:25 PM,1hrs 55mins,5/28/2014,5/14/2014
"Philadelphia, PA","Baltimore, MD",$11.00 ,30th St Station,White Marsh Mall (Opp Red Lobster),6:20 PM,8:45 PM,2hrs 25mins,5/28/2014,5/14/2014
"Philadelphia, PA","Baltimore, MD",$3.00 ,30th St Station,White Marsh Mall (Opp Red Lobster),9:00 PM,11:00 PM,2hrs 0mins,5/28/2014,5/14/2014
"Philadelphia, PA","Baltimore, MD",$3.00 ,30th St Station,White Marsh Mall (Opp Red Lobster),11:35 PM,1:35 AM,2hrs 0mins,5/28/2014,5/14/2014
"Philadelphia, PA","Boston, MA",$27.00 ,30th St Station,South Station - Gate 13,12:05 PM,7:35 PM,7hrs 30mins,5/28/2014,5/14/2014
"Philadelphia, PA","Boston, MA",$27.00 ,30th St Station,South Station - Gate 13,10:00 PM,5:15 AM,7hrs 15mins,5/28/2014,5/14/2014
"Philadelphia, PA","Buffalo, NY",$50.00 ,30th St Station,Downtown Terminal,11:20 PM,7:20 AM,8hrs 0mins,5/28/2014,5/14/2014
"Philadelphia, PA","Hampton, VA",$15.00 ,30th St Station,Hampton Transit Center - 2 W Pembroke Ave,6:45 AM,3:00 PM,8hrs 15mins,5/28/2014,5/14/2014
"Philadelphia, PA","Hampton, VA",$13.00 ,30th St Station,Hampton Transit Center - 2 W Pembroke Ave,3:30 PM,11:50 PM,8hrs 20mins,5/28/2014,5/14/2014
"Philadelphia, PA","Harrisburg, PA",$11.00 ,30th St Station,Harrisburg Mall Parking Lot,7:30 AM,9:35 AM,2hrs 5mins,5/28/2014,5/14/2014
"Philadelphia, PA","Harrisburg, PA",$10.00 ,30th St Station,Harrisburg Mall Parking Lot,12:50 PM,3:00 PM,2hrs 10mins,5/28/2014,5/14/2014
"Philadelphia, PA","Harrisburg, PA",$10.00 ,30th St Station,Harrisburg Mall Parking Lot,4:45 PM,6:45 PM,2hrs 0mins,5/28/2014,5/14/2014
"Philadelphia, PA","New York, NY",$7.00 ,30th St Station,7th Ave & 28th St.,2:50 AM,4:50 AM,2hrs 0mins,5/28/2014,5/14/2014
"Philadelphia, PA","Newark, DE",$15.00 ,30th St Station,U of Delaware - Parking Lot #6 on Christiana Dr,6:45 AM,8:05 AM,1hrs 20mins,5/28/2014,5/14/2014
"Philadelphia, PA","Newark, DE",$10.00 ,30th St Station,U of Delaware - Parking Lot #6 on Christiana Dr,2:15 PM,3:35 PM,1hrs 20mins,5/28/2014,5/14/2014
"Philadelphia, PA","Newark, DE",$14.00 ,30th St Station,U of Delaware - Parking Lot #6 on Christiana Dr,6:20 PM,7:30 PM,1hrs 10mins,5/28/2014,5/14/2014
"Philadelphia, PA","Pittsburgh, PA",$31.00 ,30th St Station,10th St and Penn Ave,7:30 AM,2:50 PM,7hrs 20mins,5/28/2014,5/14/2014
"Philadelphia, PA","Pittsburgh, PA",$27.00 ,30th St Station,10th St and Penn Ave,12:50 PM,8:00 PM,7hrs 10mins,5/28/2014,5/14/2014
"Philadelphia, PA","Pittsburgh, PA",$27.00 ,30th St Station,10th St and Penn Ave,4:45 PM,11:50 PM,7hrs 5mins,5/28/2014,5/14/2014
"Philadelphia, PA","Richmond, VA",$15.00 ,30th St Station,The Plaza at Main Street Station,6:45 AM,1:30 PM,6hrs 45mins,5/28/2014,5/14/2014
"Philadelphia, PA","Richmond, VA",$11.00 ,30th St Station,The Plaza at Main Street Station,11:50 AM,6:00 PM,6hrs 10mins,5/28/2014,5/14/2014
"Philadelphia, PA","Richmond, VA",$13.00 ,30th St Station,The Plaza at Main Street Station,3:30 PM,10:15 PM,6hrs 45mins,5/28/2014,5/14/2014
"Philadelphia, PA","Secaucus, NJ",$27.00 ,30th St Station,Frank. J Lautenberg Station at Secaucus Junction,12:05 PM,1:55 PM,1hrs 50mins,5/28/2014,5/14/2014
"Philadelphia, PA","Secaucus, NJ",$37.00 ,30th St Station,Frank. J Lautenberg Station at Secaucus Junction,10:00 PM,11:50 PM,1hrs 50mins,5/28/2014,5/14/2014
"Philadelphia, PA","State College, PA",$20.00 ,30th St Station,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,7:30 AM,12:20 PM,4hrs 50mins,5/28/2014,5/14/2014
"Philadelphia, PA","State College, PA",$16.00 ,30th St Station,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,12:50 PM,5:30 PM,4hrs 40mins,5/28/2014,5/14/2014
"Philadelphia, PA","State College, PA",$16.00 ,30th St Station,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,4:45 PM,9:30 PM,4hrs 45mins,5/28/2014,5/14/2014
"Philadelphia, PA","Toronto, ON",$50.00 ,30th St Station,Toronto Coach Terminal - 610 Bay Street,11:20 PM,10:05 AM,10hrs 45mins,5/28/2014,5/14/2014
"Philadelphia, PA","Washington, DC",$12.00 ,30th St Station,Union Station.,3:40 AM,6:35 AM,2hrs 55mins,5/28/2014,5/14/2014
"Philadelphia, PA","Washington, DC",$37.00 ,30th St Station,Union Station.,5:00 AM,8:25 AM,3hrs 25mins,5/28/2014,5/14/2014
"Philadelphia, PA","Washington, DC",$15.00 ,30th St Station,Union Station.,6:45 AM,10:55 AM,4hrs 10mins,5/28/2014,5/14/2014
"Philadelphia, PA","Washington, DC",$11.00 ,30th St Station,Union Station.,11:50 AM,3:00 PM,3hrs 10mins,5/28/2014,5/14/2014
"Philadelphia, PA","Washington, DC",$11.00 ,30th St Station,Union Station.,2:15 PM,5:55 PM,3hrs 40mins,5/28/2014,5/14/2014
"Philadelphia, PA","Washington, DC",$13.00 ,30th St Station,Union Station.,3:30 PM,7:25 PM,3hrs 55mins,5/28/2014,5/14/2014
"Philadelphia, PA","Washington, DC",$37.00 ,30th St Station,Union Station.,4:30 PM,7:55 PM,3hrs 25mins,5/28/2014,5/14/2014
"Philadelphia, PA","Washington, DC",$11.00 ,30th St Station,Union Station.,6:20 PM,9:50 PM,3hrs 30mins,5/28/2014,5/14/2014
"Philadelphia, PA","Washington, DC",$3.00 ,30th St Station,Union Station.,9:00 PM,11:59 PM,2hrs 59mins,5/28/2014,5/14/2014
"Philadelphia, PA","Washington, DC",$3.00 ,30th St Station,Union Station.,11:35 PM,2:45 AM,3hrs 10mins,5/28/2014,5/14/2014
"Pittsburgh, PA","Harrisburg, PA",$13.00 ,10th St and Penn Ave,Harrisburg Mall Parking Lot,6:50 AM,12:05 PM,5hrs 15mins,5/28/2014,5/14/2014
"Pittsburgh, PA","Harrisburg, PA",$15.00 ,10th St and Penn Ave,Harrisburg Mall Parking Lot,11:25 AM,4:30 PM,5hrs 5mins,5/28/2014,5/14/2014
"Pittsburgh, PA","Harrisburg, PA",$10.00 ,10th St and Penn Ave,Harrisburg Mall Parking Lot,5:00 PM,10:20 PM,5hrs 20mins,5/28/2014,5/14/2014
"Pittsburgh, PA","Morgantown, WV",$5.00 ,10th St and Penn Ave,Mountaineer Station - 1112 Van Voorhis Rd,6:30 AM,8:00 AM,1hrs 30mins,5/28/2014,5/14/2014
"Pittsburgh, PA","Morgantown, WV",$5.00 ,10th St and Penn Ave,Mountaineer Station - 1112 Van Voorhis Rd,4:00 PM,5:30 PM,1hrs 30mins,5/28/2014,5/14/2014
"Pittsburgh, PA","New York, NY",$28.00 ,10th St and Penn Ave,7th Ave & 28th St.,6:00 AM,2:05 PM,8hrs 5mins,5/28/2014,5/14/2014
"Pittsburgh, PA","New York, NY",$24.00 ,10th St and Penn Ave,7th Ave & 28th St.,11:00 AM,7:05 PM,8hrs 5mins,5/28/2014,5/14/2014
"Pittsburgh, PA","New York, NY",$22.00 ,10th St and Penn Ave,7th Ave & 28th St.,3:30 PM,12:05 AM,8hrs 35mins,5/28/2014,5/14/2014
